"","type","source","episodes","duration","rating","score","scored_by","rank","popularity","members","favorites","studio","Genre_Comedy","Genre_Supernatural","Genre_Romance","Genre_Shounen","Genre_Parody","Genre_School","Genre_Magic","Genre_Shoujo","Genre_Drama","Genre_Fantasy","Genre_Kids","Genre_Action","Genre_Music","Genre_Slice.of.Life","Genre_Josei","Genre_Harem","Genre_Shounen.Ai","Genre_Adventure","Genre_Super.Power","Genre_Sci.Fi","Genre_Ecchi","Genre_Seinen","Genre_Martial.Arts","Genre_Game","Genre_Sports","Genre_Demons","Genre_Historical","Genre_Horror","Genre_Mystery","Genre_Psychological","Genre_Vampire","Genre_Mecha","Genre_Military","Genre_Space","Genre_Samurai","Genre_Thriller","Genre_Police","Genre_Cars","Genre_Shoujo.Ai","Genre_Dementia","Genre_Yuri"
"1668","Movie","Original",1,"52 min.","PG-13 - Teens 13 or older",7.22,9870,2752,2846,17530,15,"Tatsunoko Production",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1669","ONA","Original",1,"40 min.","G - All Ages",6.17,797,6860,6807,2050,3,"SANZIGEN",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1670","TV","Original",26,"23 min. per ep.","PG-13 - Teens 13 or older",6.63,4639,5066,2855,17418,30,"Sunrise",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1671","OVA","Original",1,"8 min.","PG-13 - Teens 13 or older",6.31,9562,6368,2655,20332,24,"Gonzo",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1672","TV","Original",12,"23 min. per ep.","PG-13 - Teens 13 or older",5.7,4048,8010,3104,14722,12,"Silver Link.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1673","TV","Manga",153,"24 min. per ep.","PG-13 - Teens 13 or older",8.15,286046,369,99,444597,8598,"Toei Animation",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1674","TV","Visual novel",12,"24 min. per ep.","R - 17+ (violence & profanity)",7.04,51195,3426,800,108116,582,"J.C.Staff",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"1675","TV","Manga",13,"23 min. per ep.","R - 17+ (violence & profanity)",7.6,220299,1349,125,395276,4823,"Gonzo",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1676","Movie","Manga",1,"6 min.","PG-13 - Teens 13 or older",7.29,14520,2471,2336,25399,26,"Toei Animation",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1677","Movie","Original",1,"1 hr. 39 min.","PG-13 - Teens 13 or older",7.57,9650,1429,2690,19749,100,"Production I.G",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"1678","OVA","4-koma manga",2,"24 min. per ep.","PG-13 - Teens 13 or older",7.1,2381,3202,4794,5249,3,"feel.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1679","Movie","Original",1,"1 hr. 25 min.","PG - Children",7.37,4695,2142,3615,10407,36,"Sunwoo Entertainment",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1680","OVA","Game",3,"30 min. per ep.","PG-13 - Teens 13 or older",5.98,98,7392,9546,495,0,"Brain&#039;s Base",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1681","TV","Original",39,"25 min. per ep.","None",6.56,98,5367,9351,549,4,"Vega Entertainment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1682","Special","Manga",1,"1 hr. 12 min.","PG-13 - Teens 13 or older",6.54,144,5455,9425,526,0,"Toei Animation",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1683","ONA","Web manga",20,"13 min. per ep.","PG-13 - Teens 13 or older",6.48,1139,5669,3874,8875,22,"Asahi Production",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1684","TV","Manga",25,"24 min. per ep.","PG-13 - Teens 13 or older",7.55,27009,1505,1256,64971,752,"Gonzo",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1685","TV","Original",6,"5 min. per ep.","G - All Ages",4.36,36,9962,11153,209,0,"Production Reed",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1686","Movie","Game",1,"21 min.","PG - Children",7,2319,3574,4804,5214,3,"OLM",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1687","Music","Music",1,"5 min.","G - All Ages",7.3,6283,2415,3567,10720,38,"8bit",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1688","OVA","Original",1,"1 hr. 18 min.","PG-13 - Teens 13 or older",6.88,2306,4016,4600,5781,3,"Gonzo",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"1689","Movie","Original",1,"1 hr. 53 min.","R - 17+ (violence & profanity)",7.87,65321,766,614,135932,397,"Production I.G",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1690","Movie","Web manga",1,"Unknown","G - All Ages",4,8,11409,12644,116,0,"Kachidoki Studio",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1691","TV","Novel",26,"23 min. per ep.","G - All Ages",6.6,197,5228,9096,644,0,"Toei Animation",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1692","Special","Manga",2,"8 min. per ep.","PG-13 - Teens 13 or older",6.94,14624,3800,2105,30113,22,"J.C.Staff",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1693","Movie","Game",1,"1 hr. 30 min.","PG - Children",6.68,338,4856,7926,1199,3,"Tatsunoko Production",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1694","Music","Music",1,"5 min.","G - All Ages",6.16,75,6919,12356,132,1,"Minakata Laboratory",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1695","TV","Light novel",26,"23 min. per ep.","PG-13 - Teens 13 or older",7.59,4084,1377,3717,9764,98,"Trans Arts",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1696","Special","Manga",11,"3 min. per ep.","PG-13 - Teens 13 or older",6.67,2983,4876,3823,9151,15,"Gonzo",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1697","Music","Original",1,"5 min.","G - All Ages",5.77,47,9973,13322,85,0,"Minakata Laboratory",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1698","Movie","Original",1,"6 min.","G - All Ages",7.5,22586,1630,1768,40375,69,"CoMix Wave Films",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1699","TV","Manga",64,"23 min. per ep.","PG-13 - Teens 13 or older",7.83,120613,833,343,215353,2829,"Xebec",1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700","Movie","Original",1,"1 hr. 14 min.","G - All Ages",6.9,75,3933,9728,448,0,"Production I.G",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1701","TV","Original",26,"3 min. per ep.","PG-13 - Teens 13 or older",4.64,2514,9298,3956,8375,2,"Kyotoma",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1702","TV","Manga",108,"25 min. per ep.","G - All Ages",6.77,196,4442,8385,945,1,"Toei Animation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1703","OVA","Manga",1,"15 min.","PG-13 - Teens 13 or older",7.4,2738,2036,4377,6502,5,"Toei Animation",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1704","TV","Light novel",12,"24 min. per ep.","PG-13 - Teens 13 or older",7.39,148188,2068,255,268962,1464,"J.C.Staff",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1705","TV","Manga",12,"23 min. per ep.","PG-13 - Teens 13 or older",7.91,20271,675,1493,52214,371,"Brain&#039;s Base",1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1706","ONA","Light novel",5,"8 min. per ep.","PG-13 - Teens 13 or older",6.61,11995,5158,2421,23935,14,"Kyoto Animation",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1707","TV","Game",25,"20 min. per ep.","PG-13 - Teens 13 or older",6.97,4680,3691,3276,13234,40,"Madhouse",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1708","TV","Original",12,"8 min. per ep.","PG - Children",6.08,436,7138,7143,1749,4,"Strawberry Meets Pictures",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1709","OVA","Manga",1,"14 min.","PG-13 - Teens 13 or older",5.31,622,8667,8131,1084,1,"SynergySP",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1710","TV","Original",25,"24 min. per ep.","R - 17+ (violence & profanity)",8,48103,557,869,100279,1155,"Sunrise",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"1711","TV","Novel",34,"22 min. per ep.","PG-13 - Teens 13 or older",7.35,137,2251,9064,654,4,"Sparkly Key Animation Studio",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1712","Movie","Manga",1,"1 hr. 34 min.","PG-13 - Teens 13 or older",7.31,8505,2412,2948,16382,25,"Studio Pierrot",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1713","TV","Visual novel",13,"24 min. per ep.","PG-13 - Teens 13 or older",7.2,13994,2829,1889,36426,222,"A-1 Pictures",1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1714","OVA","Manga",4,"31 min. per ep.","PG-13 - Teens 13 or older",6.99,1604,3615,5179,4297,8,"OLM",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1715","TV","Original",13,"25 min. per ep.","PG-13 - Teens 13 or older",7.49,31524,1670,1127,73400,933,"Seven Arcs",1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1716","Special","Game",1,"20 min.","PG - Children",6.61,5352,5168,3657,10178,4,"OLM",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717","ONA","Original",0,"2 min.","G - All Ages",4.89,9,11526,12225,136,0,"Kachidoki Studio",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1718","TV","Manga",12,"23 min. per ep.","G - All Ages",7.47,18476,1729,1659,44459,135,"Satelight",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1719","Movie","Manga",1,"1 hr. 26 min.","PG-13 - Teens 13 or older",7.46,2840,1772,4448,6286,5,"Madhouse",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1720","TV","Manga",26,"23 min. per ep.","PG-13 - Teens 13 or older",7.35,6526,2244,3101,14735,141,"OLM",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1721","TV","Original",12,"24 min. per ep.","PG-13 - Teens 13 or older",7.15,37437,3012,931,91844,253,"A-1 Pictures",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1722","TV","Original",25,"25 min. per ep.","PG-13 - Teens 13 or older",7.42,9880,1950,2610,20979,149,"Studio Junio",1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1723","ONA","Visual novel",26,"11 min. per ep.","PG-13 - Teens 13 or older",6.26,12293,6558,1732,41692,149,"Studio Deen",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1724","Special","Manga",3,"21 min. per ep.","G - All Ages",8.09,4901,443,3211,13843,76,"TYO Animations",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1725","Special","Manga",1,"24 min.","R - 17+ (violence & profanity)",6.17,2457,6854,4581,5864,8,"Millepensee",0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1726","Movie","Manga",1,"55 min.","PG-13 - Teens 13 or older",7.41,28027,2000,1273,64088,174,"Seven Arcs Pictures",1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1727","Movie","Manga",1,"1 hr. 40 min.","R - 17+ (violence & profanity)",8.54,18459,89,1327,61295,564,"A-1 Pictures",1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1728","Special","Visual novel",1,"23 min.","PG-13 - Teens 13 or older",5.44,9583,8474,3036,15331,5,"A.C.G.T.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1729","TV","Manga",12,"24 min. per ep.","PG-13 - Teens 13 or older",7.74,47139,1024,1028,81387,471,"Nomad",1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1730","ONA","Original",6,"30 sec. per ep.","G - All Ages",5.7,55,8003,9910,406,0,"Fukushima Gainax",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1731","OVA","Original",7,"27 min. per ep.","PG-13 - Teens 13 or older",7.55,5915,1491,2949,16393,62,"Sunrise",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1732","TV","Manga",13,"24 min. per ep.","PG-13 - Teens 13 or older",7.48,10486,1704,2477,22983,101,"Studio Gokumi",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1733","Special","Original",3,"4 min. per ep.","PG-13 - Teens 13 or older",5.97,462,7425,7589,1412,0,"Tatsunoko Production",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1734","Special","4-koma manga",11,"3 min. per ep.","PG-13 - Teens 13 or older",7.33,1844,2305,3931,8478,9,"TMS Entertainment",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1735","TV","Original",13,"23 min. per ep.","PG-13 - Teens 13 or older",6.92,6637,3854,2597,21127,88,"Triangle Staff",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1736","OVA","Original",6,"24 min. per ep.","PG-13 - Teens 13 or older",6.92,736,3857,7145,1746,1,"Sunrise",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1737","Special","Light novel",1,"30 sec.","PG-13 - Teens 13 or older",6.81,1811,4300,4327,6730,38,"Lerche",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1738","Movie","Manga",1,"49 min.","PG-13 - Teens 13 or older",6.87,25815,4053,1318,61479,251,"Production IMS",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1739","ONA","Web manga",15,"19 min. per ep.","PG-13 - Teens 13 or older",7.48,1731,1687,4087,7804,26,"G.CMay Animation &amp; Film",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1740","Special","Light novel",8,"3 min. per ep.","PG-13 - Teens 13 or older",7.05,21380,3381,1781,39944,48,"Studio PuYUKAI",1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1741","Movie","Original",1,"21 min.","G - All Ages",6.13,270,7010,9274,574,1,"Shin-Ei Animation",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1742","ONA","Other",12,"4 min. per ep.","PG-13 - Teens 13 or older",6.51,15546,5553,1799,39321,96,"Pine Jam",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1743","TV","Manga",10,"24 min. per ep.","PG-13 - Teens 13 or older",8.77,60600,33,569,145925,894,"Artland",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1744","OVA","Manga",2,"30 min. per ep.","PG-13 - Teens 13 or older",7.02,14743,3492,2254,26986,19,"Toei Animation",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1745","Music","Music",1,"3 min.","G - All Ages",3.67,36,12502,13823,61,0,"pH Studio",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1746","Special","Card game",3,"5 min. per ep.","PG-13 - Teens 13 or older",5.92,2353,7531,4279,6925,3,"J.C.Staff",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1747","OVA","Original",1,"1 hr. 11 min.","PG-13 - Teens 13 or older",7.63,20757,1282,1478,52892,1058,"Studio Deen",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1748","Movie","Game",1,"1 hr. 37 min.","R - 17+ (violence & profanity)",7.35,9074,2221,3102,14732,32,"Digital Frontier",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1749","Movie","Original",1,"1 hr. 10 min.","G - All Ages",6.8,1118,4312,6282,2614,1,"Toei Animation",1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1750","Special","Manga",35,"30 sec. per ep.","PG - Children",7.3,6984,2442,2909,16867,22,"Silver Link.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1751","Special","Novel",1,"23 min.","PG-13 - Teens 13 or older",6.8,5580,4324,3265,13292,9,"Arms",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1752","Movie","Manga",1,"1 hr. 47 min.","PG-13 - Teens 13 or older",8.32,71496,224,784,110091,401,"Toei Animation",1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1753","OVA","Other",2,"48 min. per ep.","PG-13 - Teens 13 or older",7.19,8268,2865,2803,18074,62,"Gainax",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1754","Special","Manga",10,"1 min. per ep.","PG-13 - Teens 13 or older",6.77,10242,4469,2383,24604,65,"Zexcs",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1755","TV","4-koma manga",12,"23 min. per ep.","PG-13 - Teens 13 or older",7.6,21390,1348,1618,45943,210,"Studio Gokumi",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1756","Special","Manga",1,"23 min.","PG-13 - Teens 13 or older",6.41,5811,5972,3483,11361,5,"Zexcs",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1757","TV","Manga",12,"17 min. per ep.","PG-13 - Teens 13 or older",7.07,38745,3320,1037,80521,381,"Production I.G",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1758","Movie","Manga",1,"1 hr. 51 min.","PG-13 - Teens 13 or older",8.21,17162,301,2161,28891,25,"TMS Entertainment",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1759","Music","Music",1,"4 min.","G - All Ages",3.8,25,11980,14002,48,0,"pH Studio",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1760","TV","Card game",12,"23 min. per ep.","PG-13 - Teens 13 or older",6.75,4525,4529,2923,16670,38,"Doga Kobo",1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1761","TV","Original",51,"23 min. per ep.","PG-13 - Teens 13 or older",8.03,22821,517,1499,51894,1155,"Gonzo",1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
